id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target
508,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,18,0,0,0,0,0,0,0,0,2,0,Class_3
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,1,0,1,0,0,0,0,3,1,0,0,0,0,1,6,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,0,1,12,Class_2
510,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,Class_3
511,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Class_2
512,0,0,0,0,2,2,3,0,0,2,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,Class_2
513,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Class_3
514,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,17,0,Class_2
515,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Class_3
516,7,0,0,0,0,0,2,6,0,5,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0,9,0,0,0,Class_2
517,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,18,0,0,0,0,2,0,0,0,Class_1
518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,Class_3
519,0,0,3,0,0,0,0,0,1,0,2,0,2,0,0,2,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,Class_2
520,0,0,0,5,0,0,2,2,0,0,0,0,0,0,4,0,0,0,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,Class_2
521,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Class_3
522,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,3,0,0,Class_4
523,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0,0,Class_2
524,0,0,0,3,0,0,0,5,0,1,0,0,0,0,5,4,3,0,0,1,0,0,0,0,6,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Class_3
525,0,1,0,2,0,0,7,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,Class_1
526,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,Class_3
527,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,7,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,Class_2
528,0,0,0,0,0,0,0,1,0,4,0,1,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,1,0,Class_4
529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,4,0,0,Class_2
530,0,0,0,1,2,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,0,0,0,Class_2
531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,Class_2
532,0,0,1,0,0,0,0,1,1,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,0,1,4,0,0,0,Class_2
533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Class_4
534,0,0,2,0,0,0,10,2,0,7,0,0,0,0,4,0,0,0,0,0,1,1,0,2,2,0,1,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,2,0,Class_3
535,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,Class_1
536,0,0,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,7,0,1,4,9,0,0,0,0,0,0,0,0,0,0,Class_4
537,0,0,0,1,0,0,0,0,0,6,0,0,1,0,2,1,0,1,0,0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Class_2
538,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,10,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,Class_3
539,7,0,1,0,0,0,0,6,0,7,0,0,2,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,39,3,0,0,0,0,8,0,19,0,6,Class_3
540,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,Class_3
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,6,Class_2
542,0,0,0,0,0,0,0,6,0,6,0,0,0,0,15,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,Class_2
543,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,1,0,0,0,0,0,4,0,2,3,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,Class_3
544,0,0,0,0,0,0,0,0,2,6,2,7,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,Class_3
545,0,0,0,1,3,0,7,1,0,1,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Class_2
546,0,0,0,4,3,1,9,1,1,0,0,3,1,0,1,0,0,0,0,0,1,0,0,0,13,1,0,19,2,0,0,0,0,0,1,0,0,0,20,0,0,2,0,0,5,0,0,0,1,0,Class_2
547,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,3,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
548,2,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,Class_2
549,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,0,0,0,13,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Class_3
550,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,Class_2
551,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_3
552,0,0,0,0,0,0,19,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_4
553,0,1,0,0,0,0,0,0,1,0,0,2,5,0,4,1,1,0,0,2,0,2,1,0,0,1,0,0,3,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,4,0,2,Class_4
554,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,Class_2
555,2,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,1,Class_2
556,0,1,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
557,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,Class_2
558,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6,0,0,8,0,0,0,1,0,2,0,0,2,0,14,0,0,0,0,0,0,1,Class_2
559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,1,0,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,Class_2
560,0,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,0,6,2,0,0,0,0,0,0,0,0,0,1,0,Class_3
561,0,0,0,0,0,1,0,1,0,7,0,0,0,0,23,0,8,0,0,0,0,0,0,0,4,0,11,0,6,0,0,0,1,0,4,0,0,2,1,0,0,0,0,1,0,0,0,5,1,0,Class_3
562,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,Class_2
563,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,3,Class_3
564,0,0,0,0,13,0,1,0,0,0,0,0,0,0,2,5,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,Class_3
565,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Class_3
566,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,Class_1
567,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
568,0,1,0,0,0,0,1,0,4,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_2
569,0,0,0,3,4,0,0,4,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2,0,2,1,4,0,0,6,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0,2,0,Class_1
570,0,0,0,0,0,0,0,0,4,3,0,0,1,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,2,Class_2
571,3,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Class_2
572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_4
573,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,0,7,Class_2
574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,0,0,0,0,0,0,Class_4
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,2,0,0,3,0,0,0,1,1,0,0,0,4,0,9,0,0,3,1,1,0,1,0,1,0,0,0,0,0,Class_3
576,0,0,1,1,0,0,0,0,1,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,Class_3
577,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,Class_2
578,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_3
579,0,1,0,0,1,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,0,0,0,1,1,0,4,0,1,0,0,13,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,Class_3
580,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Class_2
581,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Class_3
582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,11,10,0,0,0,0,0,0,0,0,0,0,Class_4
583,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_4
584,2,0,0,1,0,0,0,2,0,3,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,Class_1
585,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,1,0,0,Class_4
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Class_4
587,1,1,0,4,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Class_2
588,0,0,0,0,0,0,2,1,0,2,0,1,0,2,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_2
589,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,Class_2
590,0,0,0,0,14,0,0,3,0,3,0,0,0,0,2,3,0,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_1
591,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,2,8,9,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,Class_2
592,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,0,5,2,0,2,0,0,0,0,1,0,16,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,8,Class_2
593,1,0,0,1,0,0,1,0,0,0,2,1,0,0,3,0,0,0,3,0,1,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,Class_1
594,0,0,0,0,11,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,Class_2
595,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,Class_3
596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,6,0,5,0,0,0,0,0,0,0,1,1,Class_2
597,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,1,3,0,Class_2
598,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,4,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,Class_1
599,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,Class_4
600,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,1,0,3,0,0,0,0,0,1,0,0,1,Class_2
601,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,Class_2
602,0,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,10,1,0,0,0,0,0,0,0,0,0,8,0,1,6,0,0,0,0,1,0,0,0,Class_1
603,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,Class_2
604,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,6,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,1,0,0,Class_2
605,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Class_2
606,0,0,0,0,0,2,1,0,0,8,0,4,0,0,1,2,0,2,1,0,0,0,0,2,2,1,0,0,2,0,0,0,0,0,19,2,0,0,0,0,5,0,0,4,0,0,0,0,4,0,Class_1
607,0,0,0,0,0,1,0,2,18,2,0,0,2,0,1,10,0,0,0,0,0,0,2,0,1,0,2,0,3,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Class_3
608,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,3,0,1,0,0,0,0,0,6,0,0,0,0,3,0,1,0,0,Class_2
609,0,3,0,1,0,0,0,3,0,0,1,0,0,0,14,4,0,6,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,0,0,Class_3
610,0,1,1,0,0,0,1,0,0,2,0,0,0,0,35,1,0,1,0,16,0,0,0,0,0,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_4
611,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,Class_2
612,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,21,1,0,0,Class_2
613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,1,11,0,0,0,4,0,0,7,0,0,2,0,Class_2
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,0,2,0,10,2,0,0,0,0,0,0,0,1,Class_2
615,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,1,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Class_2
617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,Class_2
618,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,11,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,4,0,4,0,0,3,1,Class_3
619,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,6,1,0,0,0,0,5,0,1,0,0,0,1,Class_2
620,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,Class_3
621,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,0,6,2,2,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,Class_2
622,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,1,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,Class_3
623,0,0,0,1,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Class_1
624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,7,0,0,0,Class_2
625,0,0,0,0,0,1,2,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Class_2
626,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,4,0,0,0,12,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,Class_2
627,0,0,3,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class_3
628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,Class_2
629,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,Class_2
630,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,10,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_4
631,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_3
632,0,0,0,2,0,0,0,4,2,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,Class_3
633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,17,0,Class_1
634,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_2
635,1,0,0,0,0,1,3,0,2,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,Class_2
